Title,Film,Year,Singer,Composer,Lyricist,Lyrics
chaman ko yuun mere saaqii ne mayakaanaa banaa daalaa,indrasabha,1932,jehanara kajjan,master nagar das nayak,,	chaman ko yuun mere saaqii ne mayakaanaa banaa daalaa kalii ko shiishaemay gul ko paimaanaa banaa daalaa	giraftaar balaaeishq to pahale hii thaa lekin tumhaare gesuon ne aur diivaanaa banaa daalaa	bhalaa kuchh baat thii bebaat itanaa tuul khiinchaa hai savaalevasl ko zaalim ne afasaanaa banaa daalaa	kudaa ke ghar men kabzaa kar liyaa andher to dekho buton ne dil men rahakar dil ko butakaanaa banaa daalaa 
naahin aaye ghanashyaam gheri aaii badarii,devdaas,1935,rajkumari,timir baran,kedar sharma,	aaye ghanashyaam gheri aaii badarii naahin aaye ghanashyaam gheri aaii badarii	aaye ghanashyaam gheri aaii badarii naahin aaye ghanashyaam gheri aaii badarii	baithii sochen briajawaalii niiko laagii naahin dhyaan naahin aaye ghanashyaam gheri aaii badarii	aaye saawan kii bahaar kare morawaa pukaar	aaye saawan kii bahaar kare morawaa pukaar	pade bundanaa phuhaar gheri aaii badarii haan pade bundanaa phuhaar gheri aaii badarii	naahin aaye ghanashyaam gheri aaii badarii 
kit jaaoge kanhaiyaa man ke basaiyaa,izzat,1937,devika rani,saraswati devi,j s kashyap natawa,	kit jaaoge kanhaiyaa man ke basaiyaa hamase nehaa lagaa ke	kit jaaoge kanhaiyaa man ke basaiyaa hamase nehaa lagaa ke	chhabii nainan men muurat man men	chhabii nainan men muurat man men	basii huii hai samaa ke	basii huii hai samaa ke	palak muund tumakaa laaj aa rii	palak muund tumakaa laaj aa rii	raakho man biramaa ke palak muund tumakaa laaj aa rii raakho man biramaa ke	kit jaaoge kanhaiyaa man ke basaiyaa hamase nehaa lagaa ke 
badalaa dilawaaegaa yaa rab tuu sitamagaaron se,aalam aara,1931,zubeida,ferozeshah mistri  b irani,, badalaa dilawaaegaa yaa rab tuu sitamagaaron se tuu madadagaar hai to kyaa kauf jafaakaaron se kaath kii teg jo tuu chaahe to wo kaam kare jo ke mumakin hii nahiin lohe kii talavaaron se
priit men hai jiivan jokhon,dushman,1939,saigal,pankaj mullick,arzoo lucknowi, priit men hai jiivan jokhon ki jaise kolhuu men sarason priit men hai jiivan jokhon	bhor suhaanii chanchal baalak ladakayii dikhalaaye haath se baithaa gadhe khilaune paanv se todat jaaye	bhor suhaanii chanchal baalak ladakayii dikhalaaye haath se baithaa gadhe khilaune paanv se todat jaaye	vo to hai vo to hai ik muurakh baalak tuu to nahiin na raam	vo to hai vo to hai ik muurakh baalak tuu to nahiin na raam	aap banaaye aap bigaade yah nahiin terii shaan yah nahiin terii shaan	aisaa kyon phir aisaa kyon aisaa kyon 
matawaale nainon waalii ghungharaale baalon waalii,izzat,1937,ashok kumar devika rani,saraswati devi,j s kashyap natawa,	a	matawaale nainon waalii	ghungharaale baalon waalii	ghungharaale baalon waalii	patalii kamariyaa baalii umariyaa	tirachhii najariyaa waalii	tirachhii najariyaa waalii	jii ho de	kaun a	ek bhiilanii waalaa	de	nuukiilen nainon waalaa	rasiilen bainon waalaa	rasiilen bainon waalaa	mast chaal mastaanii adaa	man bharaa prem kaa pyaalaa	man bharaa prem kaa pyaalaa	haan huun a	kaun de	ek biil kaa laalaa do	naam de	kanhaiyaa a	raadhaa de	tab aaii ek byaadhaa	a	padaa kanhaiyaa jaa kar duur de	roro raadhaa ho gaii chuur	roro raadhaa ho gaii chuur	a	duur rahaa nahiin gayaa kanhaiyaa	duur rahaa nahiin gayaa kanhaiyaa	aa raadhaa ke saath milaa	duur rahaa nahiin gayaa kanhaiyaa	aa raadhaa ke saath milaa de	bichhade mil kar ek huye	man ek haath se haath milaa	man ek haath se haath milaa	a	jiiwan kaa pyaalaa chupake tere	aaj bharaa amarit se	aaj bharaa amarit se	
kaun hai kisakaa miit muurakh,abhaagin,1938,akbar khan peshawari,r c boral,arzoo,	kaun hai	kaun hai	kaun hai kisakaa miit muurakh kaun hai kisakaa miit	kaun hai kisakaa miit muurakh kaun hai kisakaa miit	bach thokar se raah badal de	bach thokar se raah badal de	riit to kar anariit muurakh kaun hai kisakaa miit kaun hai kisakaa miit muurakh kaun hai kisakaa miit	riit to kar anariit muurakh kaun hai kisakaa miit kaun hai kisakaa miit muurakh kaun hai kisakaa miit	haan phuul kii baas khatak ko detii kaun na dhokhaa khaaye aan phulawaarii se ban hii achchhaa jo na dukh haan pahunchaaye kapat bane na priit muurakh kaun hai kisakaa miit kaun hai kisakaa miit kaun hai kisakaa miit muurakh kaun hai kisakaa miit	sukh kii khoj lagaa ke tuune dagardagar dukh paaye	sukh kii khoj lagaa ke tuune dagardagar dukh paaye	dukhon kii duniyaa men bhii phir le shaayad sukh mil jaaye	dukhon kii duniyaa men bhii phir le shaayad sukh mil jaaye	haar men nikale jiit muurakh kaun hai kisakaa miit kaun hai kisakaa miit muurakh kaun hai kisakaa miit 
laakh sahii ham pii kii batiyaan ek sahii naa jaaye,yahoodi ki ladki,1933,saigal,pankaj mullick,, laakh sahii haan	 laakh sahii haan	 laakh sahii haan	pii kii batiyaan ek sahii naa jaaye haanhaan ek sahii naa jaaye	aa re laakh sahii ham laakh sahii haan laakh sahii ham pii kii batiyaan ek sahii naa jaaye haanhaan ek sahii naa jaaye	jaaye rahen sautin ghar nisdin	jaaye rahen sautin ghar nisdin	jaaye rahen sautin ghar nisdin	jaaye rahen sautin ghar nisdin	hamaraa jii kalapaaye	hamaraa jii kalapaaye	hamaraa jii kalapaaye	laakh sahii ham pii kii batiyaan ek sahii naa jaaye haan ab ek sahii naa jaaye	nainaa laal kapol pe anjanaa	nainaa laal kapol pe anjanaa	chaal baii matawaarii nainaa laal kapol pe anjan chaal baii matawaarii raat jage kis bairan ke ghar	chaal baii matawaarii nainaa laal kapol pe anjan chaal baii matawaarii raat jage kis bairan ke ghar	chaal baii matawaarii nainaa laal kapol pe anjan chaal baii matawaarii raat jage kis bairan ke ghar	kis sautin bharamaaye	kis sautin bharamaaye	kis sautin bharamaaye	raam kis sautin bharamaaye	laakh sahii haan	laakh sahii haan	laakh sahii haan	laakh sahii ham pii kii batiyaan ek sahii naa jaaye ek sahii naa jaaye haan haan ek sahii naa jaaye 
ai dard zaraa dam le,zamaana,1938,amirbai,sundar das,d n madhok,	ai dard zaraa dam le karavat to badalane de	ai dard zaraa dam le karavat to badalane de	aramaan bhare dil ko aramaan bhare dil ko pahaluu men sambhalane de ai dard zaraa dam le ai dard zaraa dam le karavat to badalane de	dam le ke mere aramaan aankhon men utar aae	dam le ke mere aramaan aankhon men utar aae	ro kar hii mere dil ke ro kar hii mere dil ke aramaan nikalane de ai dard zaraa dam le karavat to badalane de	parawaane ke jalane se jalatii hai tuu kyon shamaa	parawaane ke jalane se jalatii hai tuu kyon shamaa	likkhaa hai agar ye hii likkhaa hai agar ye hii jalataa hai to jalane de ai dard zaraa dam le karavat to badalane de ai dard 
terii maut khadii ho sarahaane jidhar,devdaas,1935,k c dey,timir baran,kedar sharma,	maut	terii maut khadii ho sarahaane jidhar terii baalii se ho jaaye wo jalawaagar	terii maut khadii ho sarahaane jidhar terii baalii se ho jaaye wo jalawaagar	terii maut	terii jaan men aa jaaye jaan agar	terii jaan men aa jaaye jaan agar	tujhe pyaar se dekh le ek nazar	tujhe pyaar se dekh le ek nazar	terii maut khadii ho sarahaane jidhar terii baalii se ho jaaye wo jalawaagar terii maut	tujhe jaayen musiibaten bhuul sabhii	tujhe jaayen musiibaten bhuul sabhii	unakaa ahasaan bhuul sako na kabhii tujhe jaayen musiibaten bhuul sabhii unakaa ahasaan bhuul sako na kabhii nikale roz aramaan dil ke sabhii aaj nikale roz aramaan dil ke sabhii wo jo pyaar se dekh le ek nazar terii maut terii maut khadii ho sarahaane jidhar terii baalii se ho jaaye wo jalawaagar terii maut 
sunosuno ban ke praanii,amar jyoti immortal flame,1936,shanta apte,master krishnarao,pt narottam vyas,	sunosuno	sunosuno	sunosuno ban ke praanii banii huun aaj tumhaarii raanii	sunosuno ban ke praanii banii huun aaj tumhaarii raanii	sunosuno sunosuno ban ke praanii	tum ped khade kyaa karate	tum ped khade kyaa karate	kyon nahiin yahaan paharaa dete	kyon nahiin yahaan paharaa dete	ghusaa chor karaa naa haanii	ghusaa chor karaa naa haanii	sunosuno ban ke praanii	sunosuno ban ke praanii	kaar hai kaar hai kaar karo mat jaladii bano sipaahii bedaradii	kaar hai kaar hai kaar karo mat jaladii bano sipaahii bedaradii	sabase roz karo shaitaanii	sabase roz karo shaitaanii	sunosuno ban ke	praanii nahiin patthar	patthar tum mantrii bananaa	patthar tum mantrii bananaa	raajkaaj men baadhaa denaa	raajkaaj men baadhaa denaa	aap kiyaa karanaa naadaanii	aap kiyaa karanaa naadaanii	aa sunosuno ban ke praanii	tum kunj badii mastaanii	tum kunj badii mastaanii	ban jaanaa raanii kii naanii	ban jaanaa raanii kii naanii	sadaa shariir badhe laasaanii sadaa shariir badhe sunosuno ban ke praanii	sadaa shariir badhe laasaanii sadaa shariir badhe sunosuno ban ke praanii	
suunii padii re sitaar miiraa ke jiiwan kii,kangan,1939,leela chitnis,saraswati devi,pradeep,	suunii padii re sitaar miiraa ke jiiwan kii	suunii padii re sitaar miiraa ke jiiwan kii	suunii padii re sitaar	kitanii gaharii niind men so gaii taaron ke jhanakaar	miiraa ke jiiwan kii suunii padii re sitaar	miiraa ke jiiwan kii suunii padii re sitaar	suunii padii re sitaar miiraa ke jiiwan kii suunii padii re sitaar	priit phiikaa git adhuuraa kaun karegaa re ab puuraa	priit phiikaa git adhuuraa kaun karegaa re ab puuraa	giridharnaagar kyaa na sunoge	giridharnaagar kyaa na sunoge	piyuupiyuu kii pukaar	piyuupiyuu kii pukaar	miiraa ke jiiwan kii suunii padii re sitaar	suunii padii re sitaar miiraa ke jiiwan kii suunii padii re sitaar 
raat aaii hai nayaa rang jamaane ke lie,amrit manthan,1934,shanta apte,keshavrao bhole,, raat aaii hai nayaa rang jamaane ke lie leke aaraam kaa paigaam zamaane ke lie	gunagunaatii huii dhiire se ye aatii hai sabaa thapakiyaan maan kii tarah de ke sulaane ke lie	kaise berahamii se bikhare hain ye laalogohar aasamaan kyaa terii daulat hai lutaane ke lie	kyaa hii achchhaa hai ye bachapan kaa zamaanaa bhii yahaan mauj karane ke lie khelane khaane ke lie
ek chhotaa sa mandir banaayenge,gramophone singer,1938,surendra nath,anil biswas,zia sarhadi, ek chhotaa sa mandir banaayenge	 ek chhotaa sa mandir banaayenge	apanii devii ko usamen bithaayenge	apanii devii ko usamen bithaayenge	ek chhotaa sa mandir banaayenge	ek chhotaa sa mandir banaayenge	roz phuulon se usako sajaayenge	roz phuulon se usako sajaayenge	yuunhii apanii umariyaa bitaayenge	yuunhii apanii umariyaa bitaayenge	ek chhotaa sa mandir banaayenge	ek chhotaa sa mandir banaayenge	apanii devii ko usamen bithaayenge	apanii devii ko usamen bithaayenge	ek chhotaa sa mandir banaayenge	ek chhotaa sa mandir banaayenge	
udii hawaa men gaatii hai jaatii chidiyaa ye raag,achhut kanya,1936,devika rani,saraswati devi,j s kashyap natawa,	udii hawaa men jaatii hai gaatii chidiyaa ye raag aavo priitam hilmil khelen prempriit kaa phaag	udii hawaa men jaatii hai gaatii chidiyaa ye raag aavo priitam hilmil khelen prempriit kaa phaag	chidiyaa sangsang udatiiphiratii saadh range dil kii nadiyaa	chidiyaa sangsang udatiiphiratii saadh range dil kii nadiyaa	chidiyaa sangsang udatiiphiratii saadh range dil kii nadiyaa	main dukhiyaarii bichhad gayii kaa ke sang kheluu phaag	main dukhiyaarii bichhad gayii kaa ke sang kheluu phaag	udii hawaa men jaatii hai gaatii chidiyaa ye raag aavo priitam hilmil khelen prempriit kaa phaag 
he ho dhoye mahobe ghaat  dhobiyaa re dhobiyaa kahaan tumhaaro,pukaar,1939,sardar akhtar male voice chorus,mir sahab,kamal amrohi,	ko	he ho dhoye mahobe ghaat	he ho dhoye mahobe ghaat	sa	dhobiyaa re dhobiyaa	kahaan tumhaaro	yaunan kaunan	kahaan tumhaaro ghaat	he ho kahaan tumhaaro ghaat	he ho kahaan tumhaaro ghaat	ko	mirazaapur men	aunan kaunan	kabhii hamaaro ghaat	he ho kabhii hamaaro ghaat	he ho kabhii hamaaro ghaat	he ho kabhii hamaaro ghaat	haiyo raam	haiyo raam	haiyo raam	haiyo raam	haiyo raam	haiyo raam	dhoye mahobe ghaat	he ho dhoye mahobe ghaat	chaandii kii nadiyaa men dhoban kii angiyaa	chaandii kii nadiyaa men dhoban kii angiyaa	dhoye re dhoye re masmas dhotiyaa	dhoye re dhoye re masmas dhotiyaa	chamcham chamakegii angiyaa pahan ke	chamcham chamakegii angiyaa pahan ke	barasenge chundarii pe taare gagan ke	barasenge chundarii pe taare gagan ke	ko	dhoye mahobe ghaat	he ho dhoye mahobe ghaat	he ho dhoye mahobe ghaat	he ho dhoye mahobe ghaat	sajo tumhaaro	pyaaro joban	sajo tumhaaro ghaat	he ho sajo tumhaaro ghaat	he ho sajo tumhaaro ghaat	he ho sajo tumhaaro ghaat	sa	hamaraa tumharaa bandhe re painjan	hamaraa tumharaa bandhe re painjan	chalen niraale thaath	he ho chalen niraale thaath	he ho chalen niraale thaath	ko	haiyo raam	haiyo raam	haiyo raam	haiyo raam	haiyo raam	haiyo raam	dhoye mahobe ghaat	he ho dhoye mahobe ghaat	sa	ho more dhobiyaa kii pagadii puraanii	ho more dhobiyaa kii pagadii puraanii	pagadii puraanii kyuun dhoye mahaaraanii	pagadii puraanii kyuun dhoye mahaaraanii	dhobiyaa kii godii men raanii simat gayii	dhobiyaa kii godii men raanii simat gayii	ko	dhoye mahobe ghaat	he ho dhoye mahobe ghaat	he ho dhoye mahobe ghaat	he ho dhoye mahobe ghaat	haiyo raam	haiyo raam	haiyo raam	haiyo raam	haiyo raam	haiyo raam	dhoye mahobe ghaat 
baabaa man kii aankhen khol,dhoop chhaon,1935,k c dey,rai chand boral,, produced bynew theatres ltd directed bynitin bose	baabaa man kii aankhen khol man kii aankhen khol baabaa	duniyaa kyaa hai ek tamaashaa chaar dinon kii jhuuthii aashaa pal men tolaa pal men maashaa gyaan taraazu leke haath men tol sake to tol baabaa man kii	matalab kii sab duniyaadaarii matalab ke sab hain sansaarii jag men teraa ho hitakaarii tan man kaa sab jor lagaakar naam hari kaa bol baabaa man kii	
ban chale raam raghuraaii,sant tulsidas,1939,vishnupant pagnis chorus,gyan dutt,pt indra, vishnupant pagnis	ban chale raam raghuraaii aur sang jaanakii maaii lachhuman jaisaa bhaaii	avadhapurii ke narnaarii ne aansuu nadii bahaaii raamraam karate dasharath ne apanii jaan gavaaii maataa kausalyaa bilapat dole kyuun pajhare dinaraaii	ban chale raam raghuraaii	raam binaa merii sunii ayodhyaa lachhuman bin thakuraaii siitaa binaa merii sunii rasoii kaun kare chaturaaii	ban chale raam raghuraaii	pagnis and chorus ban chale raam raghuraaii ban chale raam raghuraaii ban chale raam raghuraaii
harii base sakal sanasaaraa,achhut kanya,1936,male voice,saraswati devi,j s kashyap natawa,	harii base sakal sanasaaraa	harii base sakal sanasaaraa	jal thal huun aakaash paban men	jal thal huun aakaash paban men	uunchniich banawaa men ban men	uunchniich banawaa men ban men	phuul men unake raadhaa	phuul men unake raadhaa	harii base sakal sanasaaraa	harii base sakal sanasaaraa	
phir tiirenazar se chhed jigar phir aankh milaa bismil kar de,daakoo ka ladka,1935,master fida husain,master nagar das nayak,rajiuddin,	phir tiirenazar se chhed jigar phir aankh milaa bismil kar de jii bhar ke tadap luun dard uthe itanaa to karam qaatil kar de	ho kair tere maikaane kii tauqiir badhe paimaane kii o mast nazar vaale saaqii mastii bhar de gaafil kar de 
wo muqaddar na rahaa aur wo zamaanaa na rahaa,sheereen farhaad,1931,master nissar,brujlal verma,agha hashra kashmiri, wo muqaddar na rahaa aur wo zamaanaa na rahaa tum jo begaane hue koii yagaanaa na rahaa o zamiin tuu hii labegaur se itanaa kah de aa merii god men gar koii thikaanaa na rahaa	jisakii ummiid men jiite the kafaa hai wo bhii ai azal aa ki koii ab to bahaanaa na rahaa raham kar raham kar ki ye ishq sitam hai mujh par tiir phir kis pai chalenge jo nishaanaa na rahaa
tadapat biite din rainaa,chandidas,1934,saigal,r c boral,aga h kashmiri, tadapat biite din rainaa	 tadapat biite din rainaa	nis din birahaa toraa sataave	nis din birahaa toraa sataave	kaise aave mohe chainaa	tadapat biite din rainaa	raat kate gin gin ke taare dhuundhat nainaa saanjh sakhaare	raat kate gin gin ke taare dhuundhat nainaa saanjh sakhaare	aavo sunaao man ke baatii	aavo sunaao man ke baatii	madhur madhur bainaa	madhur madhur bainaa	tadapat biite din rainaa
ek din raadhaa ne bansuriyaa  ik baans kii thii,vidyapati,1937,pahari sanyal,r c boral,kedar sharma,	mahaaraaj suniye ek kahaanii	ek din raadhaa ne bansuriyaa nandalaal kii chupake se lii churaa ghar laaii uthaa aur krodh men aa bolii ki nigodii sach balataa kyaa mantar hai kyaa jaaduu hai wo moh rakhaa hai jisase mohan ko hans kar baansuriyaa bolii yuun thaharo sajanii batalaatii huun	ik baans kii thii patalii sii nalii	ik baans kii thii patalii sii nalii	jangal men ugii jangal men palii	jangal men ugii jangal men palii	taqadiir magar kuchh achchhii thii	taqadiir magar kuchh achchhii thii	madhusuudan ke main haath lagii	madhusuudan ke main haath lagii	sajanii jo kataa har ang meraa kuchh aur hii nikalaa rang meraa	sajanii jo kataa har ang meraa kuchh aur hii nikalaa rang meraa	main prem ko samajhii thii aisaan	main prem ko samajhii thii aisaan	sun kar hogii tum bhii hairaan	sun kar hogii tum bhii hairaan	chhedon se meraa sinaa hai bharaa	chhedon se meraa sinaa hai bharaa	aa haath lagaa kar dekh zaraa chhedon se bharaa sinaa hai meraa aa haath lagaa kar dekh zaraa	ab tan kyaa hai ik taan sakhii	ab tan kyaa hai ik taan sakhii	priitam ke svaarth hai jaan sakhii	priitam ke svaarth hai jaan sakhii	priitam ke svaarth hai jaan sakhii	
darshan hue tihaare saajan,vidyapati,1937,pahari sanyal,r c boral,kedar sharma, startsong	darashan hue tihaare saajan jaage bhaag hamaare	rang daalaa mohe prem rang me umang umang hai ang ang men chit men basat ab nainaa tihaare pyaare pyaare ati nyaare saajan jaage bhaag hamaare	aankhon ke aaj saamane aankhon kaa chaand hai aavaaz deke aaj teraa chaand mand hai bhuul rahe hain sitaare 
zindagii kaa saaz bhii kyaa saaz hai,pukaar,1939,nasim bano,mir saheb,kamal amrohi,	zindagii kaa saaz bhii kyaa saaz hai baj rahaa hai aur beaawaaz hai	koii nagamaa hai na koii saaz hai	koii nagamaa hai na koii saaz hai	ek terii aur ek merii aawaaz hai	ek terii aur ek merii aawaaz hai	zindagii kaa saaz bhii kyaa saaz hai baj rahaa hai aur beaawaaz hai	zindagii kaa saaz bhii kyaa saaz hai baj rahaa hai aur beaawaaz hai	lay na tuute zindagii ke saaz kii	lay na tuute zindagii ke saaz kii	zindagii aawaaz hii aawaaz hai	zindagii aawaaz hii aawaaz hai	zindagii kaa saaz bhii kyaa saaz hai baj rahaa hai aur beaawaaz hai 
pyaariipyaarii suurato moh bharii muurato,dushman the enemy,1939,saigal,pankaj mullick,arzoo lucknavi, pyaariipyaarii suurato moh bharii muurato des se parades men tumharaa sandesaa aaye hai tan se bhii man se bhii jaise khinchaa jaaye hai madad karo madad karo tum sang aa jaayenge	pahunchenge aakir kabhii chhaanenge ekek galii	pahunchenge aakir kabhii chhaanenge ekek galii	dekhen wo mukhadaa abhii hogii yahii bekalii	gaal hain jisake gulaab ras aankhon kaa sharaab	gaal hain jisake gulaab ras aankhon kaa sharaab	honth kahaan rahenge phir phuul bhii kho jaayenge	haan wohii gulras bharii jaise baaje baansurii kaanon men le kar sandes	haan wohii gulras bharii jaise baaje baansurii kaanon men le kar sandes	haan wohii gulras bharii jaise baaje baansurii kaanon men le kar sandes	haan wohii gulras bharii jaise baaje baansurii kaanon men le kar sandes	niin se niind se chaukaaye hai	des se ham duur hain duur hain	haal se majabuur hain	haal se majabuur hain	madad karo madad binaa	madad binaa kaise pahunch paayenge madad karo madad karo madad karo 
main to aaratii utaaruun raadheshyaam kii re,kangan,1939,leela chitnis pradeep chorus,ramchandra pal,pradeep,	lii	main to aaratii utaaruun raadheshyaam kii re ko	main to aaratii utaaruun raadheshyaam kii re lii	raadheshyaam kii re motii shyaam kii re ko	raadheshyaam kii re motii shyaam kii re	main to aaratii utaaruun raadheshyaam kii re	main to aaratii utaaruun raadheshyaam kii re	pra	hriday ke kapaat khol bhaktii ke tale hindol	hriday ke kapaat khol bhaktii ke tale hindol	madhur naam bolbol	madhur naam bolbol	main to chhagan chhavi nihaaruun raadheyshyaam kii re	main to chhagan chhavi nihaaruun raadheyshyaam kii re	main to aaratii utaaruun raadheshyaam kii re	main to aaratii utaaruun raadheshyaam kii re	lalaa ke charan pakhaar lalii ke basan sanwaar	lalaa ke charan pakhaar lalii ke basan sanwaar	naman karuun baarbaar	naman karuun baarbaar	jugal muurti main sajaauun raadheyshyaam kii re	jugal muurti main sajaauun raadheyshyaam kii re	main to aaratii utaaruun raadheshyaam kii re	main to aaratii utaaruun raadheshyaam kii re	main to aaratii utaaruun raadheshyaam kii re	main to aaratii utaaruun raadheshyaam kii re	raadheshyaam kii re motii shyaam kii re	raadheshyaam kii re motii shyaam kii re	raadheshyaam kii re motii shyaam kii re	raadheshyaam kii re motii shyaam kii re	raadheshyaam kii re raadheshyaam kii re	raadheshyaam kii re raadheshyaam kii re	raadheshyaam kii re raadheshyaam kii re	raadheshyaam kii re raadheshyaam kii re	main to aaratii utaaruun raadheshyaam kii re	main to aaratii utaaruun raadheshyaam kii re	main to aaratii utaaruun raadheshyaam kii re	
jo naukarii dilaa de ba banaane vaale,millionaire karorpati,1936,saigal pahadi sanyal,rai chand boral,kedar sharma,	jo naukarii dilaa de ba banaane vaale haan jo naukarii dilaa de ba banaane vaale haan bigadii huii banaa de degree dilaane vaale haan bigadii huii banaa de degree dilaane vaale	haan milatii nahiin hai service haan haan bekaar phir rahe hain milatii nahiin hai service bekaar phir rahe hain haan	bhuukhe hain biivii bachche tan par nahiin hai kapadaa	bhuukhe hain biivii bachche tan par nahiin hai kapadaa	baabuu bane hue hain collar lagaane vaale haan baabuu bane hue hain collar lagaane vaale	haan kuchh kaam mil to jaataa kuchh kaam ban to jaataa	haan kuchh kaam mil to jaataa kuchh kaam ban to jaataa	majaduur jo banaade ma banaane vaale haan majaduur jo banaade ma banaane vaale	barabaad ho rahe hain muunchhen mundaane vaale haan donon ke dil milaa de ba banaane vaale
kit gaye ho khewanahaar naiyaa duubatii,achhut kanya,1936,saraswati devi,saraswati devi,j s kashyap natawa,	kit gaye ho khewanahaar	kit gaye ho khewanahaar	kit gaye ho khewanahaar	naiyaa duubatii hai naiyaa duubatii kit gaye ho khewanahaar	naiyaa duubatii hai naiyaa duubatii kit gaye ho khewanahaar	jo main aisaa jaanatii priit ki ye dukh hoy nagar dhandho raa piitatii priitaa na kariyo koy mohe chhaade chale majhadhaar	jo main aisaa jaanatii priit ki ye dukh hoy nagar dhandho raa piitatii priitaa na kariyo koy mohe chhaade chale majhadhaar	naiyaa duubatii hai naiyaa duubatii kit gaye ho khewanahaar	naiyaa duubatii hai naiyaa duubatii kit gaye ho khewanahaar	kit gaye ho	bichhad gaye more sangsanghaatii naav khevaiyaa jiiwansaathii	bichhad gaye more sangsanghaatii naav khevaiyaa jiiwansaathii	naav khevaiyaa jiiwansaathii mohe kaun lagaawe paar	naav khevaiyaa jiiwansaathii mohe kaun lagaawe paar	naav khevaiyaa jiiwansaathii mohe kaun lagaawe paar	naiyaa duubatii hai naiyaa duubatii kit gaye ho khewanahaar	naiyaa duubatii hai naiyaa duubatii kit gaye ho khewanahaar	naiyaa duubatii hai naiyaa duubatii kit gaye ho khewanahaar	
har galii men hain bagiiche,wahaan beyond the horizon,1937,shanta apte,master krishnarao,pt narottam vyas, har galii men hain bagiiche phuul phal hain sab ras ras ras	baagabaan arazii suno do hukum aaraam lene do ghadii hamako bas bas bas	ham pe hain saamaan amiirii par na dilabar koii shiiriin bole jo hans hans hans
are main to lut gaii aake tere baag men maalii,aurat ka pyaar,1933,mukhtar begum,mushtaq ahmed,aga h kashmiri,	are main to lut gaii aake tere baag men maalii nargis ne aankh kii mastii phuulon ne churaaii laalii	bulabul ne mithaas gale kii moron ne chaal matavaalii sambul ne bal zulfon ke kaliyon ne hansii udaa lii	kaisii chorii siinaajorii se hain luute mere husn ke buute kyaa kabar thii mujhako baag men tere chor hain daaliidaalii 
dhiire baho nadiyaa dhiire baho hamen utaran paar,achhut kanya,1936,kusum kumari party,saraswati devi,j s kashyap natawa,	dhiire baho nadiyaa dhiire baho hamen utaran paar	kaahe kii torii naiyaa re aur kaahe kii patawaar	kaunhau toraa naiyaa khiwaiyaa re kaunhau utaran paar	dhiire baho nadiyaa dhiire baho hamen utaran paar	chhalapat morii naiyaa re chhalak rahii patawaar	sach moraa naiyaa khiwaiyaa re hamen utaran paar	dhiire baho nadiyaa dhiire baho hamen utaran paar 
lag gaii chot karejavaa men,nonfilm,1934,saigal,,, lag gai chot karejavaa men	 lag gai chot karejavaa men	haay raamaa	nainon ke tiir mohe maar gayo saiyyaan	nainon ke tiir mohe maar gayo saiyyaan	o lag gai chot karejavaa men haay raama	lag gai chot karejavaa men	aanaa achaanak main nahiin jaanuun re	aanaa achaanak main nahiin jaanuun re	ghaayal karake haay ghaayal karake haay ghaayal karake	sidhaar gayo saiyyaan lag gai chot karejavaa men haay raama lag gai chot	kuchh maazaraa sunaataa huun main husnoishq ka	lailaa ka ek aashiqedivaana qais tha	baadefanaa tha dono ka madafan judaa judaa	lekin vo donon qabron se ati thi ye sadaa	lag gai chot karejavaa men haay raama lag gai chot	koratemajanuu ke jaa puuchha kisine ye qun	yaad kuchh lailaa ki ab bhi hai baakii khataatan	aah thandii bhar ke bolaa khench kar munh se kafan	kyaa	lag gai chot karejavaa men haay raama lag gai chot 
madhuritu aaii phaagun kii sakhi,vidyapati,1937,pahari sanyal chorus,r c boral,kedar sharma,	pa	madhuritu aaii phaagun kii sakhi bhramaron kii bharamaar	ras ke lobhii kaliikalii ko chuumat sausau baar	pa	madhurmadhur brindaavan saaje ko	madhurmadhur brindaavan saaje pa	madhur shyaam kii baansuri baaje ko	madhur shyaam kii baansuri baaje	pa	madhurmadhur saajan kii raaten	madhurmadhur chitawan kii ghaaten ko	madhurmadhur saajan kii raaten	madhurmadhur chitawan kii ghaaten	pa	madhurmadhur madhurmadhur	jhuum tananana jhuum jhuum paayal kii jhankaar ko	madhurmadhur madhurmadhur	jhuum tananana jhuum jhuum paayal kii jhankaar	pa	naach bhramar tuu naach	bhramaron kii bharamaar ko	naach bhramar tuu naach	bhramaron kii bharamaar	bhramaron kii bharamaar	pa	naach bhramar tuu naach ko	bhramaron kii bharamaar 
