Title,Film,Year,Singer,Composer,Lyricist,Lyrics
katate hain din kaise re,the loves of runa laila nonfilm,1987,runa laila chorus,o p nayyar,bimla khaitan,	katate hain din kaise re bin tere krishnaa jaauun main kahaan bolo re	saaraa saaraa raatii jaaguun itii ut krishnaa bhaaguun giradhar gopaalaa ban terii miiraa naachuun re katate hain din kaise re	prabhu paad main to tere charanon kii bhaii daasii krishnaa main dhan paayaa tere haathon gej baasii hare krishnaa hare krishnaa krishnaa krishnaa hare hare hare raam hare raam raam raam hare hare 
raadhaa raanii na jaiyo re jamanaa ke tiir,sansaar,1987,anuradha paudwal,laxmikant pyarelal,anand bakshi, raadhaa raanii na jaiyo re jamanaa ke tiir gagarii ke badale do nayanon men bhar laaegii niir raadhaa raanii na jaiyo	yah terii naadaan umariyaa sarakii jaae sar se chunariyaa soch samanjh kuchh to baavariyaa prem nagar kii kathin dagariyaa komal teraa shariir raadhaa raanii na jaiyo	dekh rahii hain terii sakhiyaan laaj kii maarii terii akhiyaan ban gaiin tere prem kii patiyaan	tuune kaahe man men lagaaii mohan kii tasviir raadhaa raanii na jaiyo	log ye kahanaa aam karenge naam teraa badanaam karenge dosh ye tere naam karenge apane man men priiti chhupaa le apane man kii priit raadhaa raanii na jaiyo	
ek bas tuu hii nahiin mujhase kafaa ho baithaa,kehna usey nonfilm,1984,mehdi hasan,mehdi hasan,farhat shahzad,	ek bas tuu hii nahiin mujhase kafaa ho baithaa mainne jo sang taraashaa thaa kudaa ho baithaa	uth ke manzil hii agar aaye to shaayad kuchh ho shauqemanzil to meraa aablaapaa ho baithaa	masalaht chhiin lii quwwateguftaar magar kuchh na kahanaa hii meraa merii kataa ho baithaa	shukriyaa ai mere qaatil ai masiihaa mere zahar jo tuune diyaa thaa wo dawaa ho baithaa	jaaneshahazaad ko minjumlaaeaadaa paa kar huuk wo utthii ki jii tan se judaa ho baithaa 
hey you pahale padhaaii phir pyaar hogaa  vo to thiik hai magar vo,aakhiri raastaa,1986,s janaki mohammed aziz,laxmikant pyarelal,anand bakshi, ek baar nahiin sau baar hogaa	 ek baar nahiin sau baar hogaa	are mujhase naa intazaar hogaa aaj kaa sabak ab yaad ham karenge vo to thiik hai magar vo kab karenge pahale padhaaii phir pyaar hogaa	duniyaa men har chiiz se achchhaa bistar hotaa hai vaqt pe chaand jaagataa hai vaqt pe suuraj sotaa hai ham bhii vaqt dekhakar kaam sab karenge vo to thiik hai magar	ye pahalaa school hai jo khulataa hai raat ko ek baat kaa ronaa hai tum mardon kii baat kaa saarii baat ham padhane ke baad tab karenge vo vo to thiik hai magar	
muhabbat ab tijaarat ban gaii hai,arpan,1983,anwar,laxmikantpyarelal,anand bakshi, muhabbat ab tijaarat ban gaii hai tijaarat ab muhabbat ban gaii hai	kisii se khelanaa phir chhod denaa	kisii se khelanaa phir chhod denaa	khilaunon kii tarah dil tod denaa hasiinon	khilaunon kii tarah dil tod denaa hasiinon	kii ye aadat ban gaii hai muhabbat ab	kabhii thaa naam isakaa bewafaaii	kabhii thaa naam isakaa bewafaaii	magar ab aajakal to behayaaii shariifon	magar ab aajakal to behayaaii shariifon	kii sharaafat ban gaii hai muhabbat ab	
har ek raastaa,ameer aadmi gharib aadmi,1985,asha,r d burman,nida fazli, har ek raastaa sajaa ke chal2	kisii ko hamasafar banaa ke chal har ek raastaa sajaa ke chal	mere dil men to merii chaahat hai yahii chaahat hii merii daulat hai yuun na milegii har kushii2	kisii ke saath dil lagaa ke chal har ek raastaa sajaa ke chal kisii ko hamasafar banaa ke chal har ek raastaa sajaa ke chal	saarii mahafil men ik cheharaa ho tuu kisii kaa ho koii teraa ho bhar le nazar men ye roshanii2	ye roshanii jalaajalaa ke chal har ek raastaa sajaa ke chal kisii ko hamasafar banaa ke chal har ek raastaa sajaa ke chal
tumase milake zindagii ko yuun lagaa,chor police,1983,lata,r d burman,nida fazli, tumase milake zindagii ko yuun lagaa jaise hamako saarii duniyaa mil gayii dil men jaagii dhadakanon kii raaginii har tamannaa phuul banake khil gayii	honthon se vaade likhen aankhon se aankhen padhen	honthon se vaade likhen aankhon se aankhen padhen	tuute naa ye chaahaton kaa silasilaa tumase milake	baagon men mausam khule kvaabon ke chehare dhule	baagon men mausam khule kvaabon ke chehare dhule	tumase pahale har khushii thii bevajah tumase milake 
jab tasawwur meraa chupake se tujhe chhuu aaye,haseen lamhen nonfilm,1988,ghulam ali,,qateel shifai,	jab tasawwur meraa chupake se tujhe chhuu aaye apanii har saans se mujhako terii kushbuu aaye	mashagalaa ab hai meraa chaand ko takate rahanaa raat bhar chain na tujh bin kisii pahaluu aaye	ghantiyaan bajane lagiin hijr ke sannaate se gunagunaataa huaa aise men agar tuu aaye	jab kabhii gardishedauraan ne sataayaa mujhako merii jaanib tere phaile huye baazuu aaye 
koii paradesii aayaa parades men,ham se hai zamana,1983,anwar,r d burman,anand bakshi, koii paradesii aayaa parades men	 koii paradesii aayaa parades men	des banaayaa parades men koii paradesii aayaa parades men	saarii zamiin se saare aasmaan se pyaar badhaa hai donon jahaan se saare sandesii ik sandes men koii paradesii aayaa parades men	saarii zamiin se saare aasmaan se pyaar badhaa hai donon jahaan se saare sandesii ik sandes men koii paradesii aayaa parades men	des banaayaa parades men koii paradesii aayaa parades men	apanaa hai yaaron ye saaraa zamaanaa begaanon ko bhii na thukaraanaa dard hazaaron dil kii ik thes men koii paradesii aayaa parades men	apanaa hai yaaron ye saaraa zamaanaa begaanon ko bhii na thukaraanaa dard hazaaron dil kii ik thes men koii paradesii aayaa parades men	des banaayaa parades men koii paradesii aayaa parades men	ham sab musaafir duniyaa safar hai is raste men kis ko khabar hai kaun kahaan mil jaae kis bhes men koii paradesii aayaa parades men	ham sab musaafir duniyaa safar hai is raste men kis ko khabar hai kaun kahaan mil jaae kis bhes men koii paradesii aayaa parades men	des banaayaa parades men koii paradesii aayaa parades men
ho laal merii pat rakhiyo balaa  damaadam mast kalandar,the loves of runa laila nonfilm,1987,runa laila,nisar bazmi,purnam allahbadi,	o ho ho ho ho ho laal merii pat rakhiyo balaa jhuule laalan o laal merii pat rakhiyo balaa jhuule laalan sindadii daa sevan daa sakhii shaah baaz kalandar damaadam mast kalandar alii dam dam de andar damaadam mast kalandar alii daa pailaa nambar ho laal merii	o ho ho ho ho ho laal merii pat rakhiyo balaa jhuule laalan o laal merii pat rakhiyo balaa jhuule laalan sindadii daa sevan daa sakhii shaah baaz kalandar damaadam mast kalandar alii dam dam de andar damaadam mast kalandar alii daa pailaa nambar ho laal merii	chaar charaag tere baran hameshaa	chaar charaag tere baran hameshaa	chaar charaag tere baran hameshaa	panjawaa main baaran aaii balaa jhuule laalan ho panjawaa main	panjawaa main baaran aaii balaa jhuule laalan	sindadii daa sevan daa sakhii shaah baaz kalandar damaadam mast kalandar alii dam dam de andar damaadam mast kalandar alii daa pailaa nambar ho laal merii	sindadii daa sevan daa sakhii shaah baaz kalandar damaadam mast kalandar alii dam dam de andar damaadam mast kalandar alii daa pailaa nambar ho laal merii	hind sind piiraa terii naubat baaje	hind sind piiraa terii naubat baaje	hind sind piiraa terii naubat baaje	naal baje ghadiyaal balaa jhuule laalan ho naal baje	naal baje ghadiyaal balaa jhuule laalan	sindadii daa sevan daa sakhii shaah baaz kalandar damaadam mast kalandar alii dam dam de andar damaadam mast kalandar alii daa pailaa nambar ho laal merii	sindadii daa sevan daa sakhii shaah baaz kalandar damaadam mast kalandar alii dam dam de andar damaadam mast kalandar alii daa pailaa nambar ho laal merii	o ho har dam piiraa terii kair hove	o ho har dam piiraa terii kair hove	o ho har dam piiraa terii kair hove	naamealii bedaa paar lagaa jhuule laalan ho naamealii naamealii bedaa paar lagaa jhuule laalan	sindadii daa sevan daa sakhii shaah baaz kalandar damaadam mast kalandar alii dam dam de andar damaadam mast kalandar alii daa pailaa nambar ho laal merii	sindadii daa sevan daa sakhii shaah baaz kalandar damaadam mast kalandar alii dam dam de andar damaadam mast kalandar alii daa pailaa nambar ho laal merii	ho laal merii pat rakhiyo balaa jhuule laalan sindadii daa sevan daa sakhii shaah baaz kalandar damaadam mast kalandar alii dam dam de andar damaadam mast kalandar alii daa pailaa nambar 
hazaaron saal se insaan kaa dil  vo masiihaa aayaa hai,krodhi,1981,lata,laxmikantpyarelal,anand bakshi,	hazaaron saal se insaan kaa dil aansuu bahaataa hai hazaaron saal se koii masiihaa ban ke aataa hai vo masiihaa aayaa hai bahut dinon gam ne hamen tadapaayaa hai	kaanton men parvat ko dekh rahaa hai phuul bahaaron kaa vo ek akelaa hai jisake dil men dard hazaaron kaa vo ek akelaa masiihaa aayaa hai davaa sabhii biimaaron kii laayaa hai vo masiihaa aayaa	lo vo aage chal nikalaa hai tum usake piichhe ho jaao yaa pahuncho apanii manzil pe yaa in raahon men kho jaao qasam uthaa ke usane qadam uthaayaa hai vo masiihaa aayaa	dar kauf bharam	dar kauf bharam	sab haar gae insaan kii fitarat jiit gaii jaago dekho kholo aankhen vo raat dukhon kii biit gaii utho kisii ne niind se tumhen jagaayaa hai vo masiihaa aayaa	
mere pyaar kii umar ho itanii sanam,waris,1988,lata vinod rathod ,uttam singhjagdish khanna,, l	mere pyaar kii umar ho itanii sanam tere naam se shuruu tere naam pe khatam terii khushii se hai khushi tere gam se hai gam	tere naam	mere sapane gulaabii niinden ho gai javaan	mere sapane gulaabii niinden ho gai javaan	lo aake terii baahon men ho lo aake terii baahon men main kho gai kahaan vi	haazir hai jaan jaaneman jaan kii qasam	tere naam	bina tere ik pal bhii mujhe raha nahiin jaae	bina tere ik pal bhii mujhe raha nahiin jaae	ye duur duur rahanaa	ab sahaa nahin jaae l	terii pyaar bharii baahon men hii nikalegaa dam	tere naam 
mere mahabuub tujhe salaam,baghaawat,1982,rafi asha,laxmikantpyarelal,anand bakshi,	ra	mere mahabuub tujhe salaam	mere mahabuub tujhe salaam	aa	salaam	salaam	salaam	do	mere mahabuub tujhe salaam ra	mushqil men jaan aaii aayaa honthon pe teraa naam	mere mahabuub tujhe	kyaa paradaa kyaa jalavaa ye dil tujhase hai mansuub	mere mahabuub tujhe	aa	salaam	salaam	salaam	do	mere mahabuub tujhe	ra	meraa habiib tuu hai meraa nasiib tuu hai aa	meraa habiib tuu hai meraa nasiib tuu hai ra	dar kaa faqiir huun main bandaa asiir huun main	tujhape merii nazar hai mujhase tuu bekabar hai aa	tujhape merii nazar hai mujhase tuu bekabar hai ra	main apane meharabaan se ab kyaa kahuun zubaan se	aahon se ishq men lete hain aashiq zubaan kaa kaam	mere mahabuub tujhe	aa	salaam	salaam	do	mere mahabuub tujhe	ra	hai intazaar mushqil suunii hai dil kii mahafil	kab terii diid hogii maston kii iid hogii aa	kab terii diid hogii maston kii iid hogii ra	chilaman se aa nikal kar mere hasiin dilabar	jo kuchh bhii daramiyaan hai ud jaaegaa dhuaan hai	parade uthaa rahaa hai saare shaayar kaa ye qalaam	mere mahabuub tujhe	aa	salaam	salaam	salaam	do	mere mahabuub tujhe	ra	nazaron men tuu hii tuu hai	bas terii aarazuu hai	ye berukii hai kaisii ye bekudii hai kaisii aa	ye berukii hai kaisii ye bekudii hai kaisii ra	pahachaan ye nigaahen ye aansuu aur ye aahen aa	pahachaan ye nigaahen ye aansuu aur ye aahen ra	shauqevisaal ye hai is dil kaa haal ye hai	lay ke bagair nagamaa jaise may ke bagair jaam	mere mahabuub tujhe	aa	salaam	salaam	salaam	do	mere mahabuub tujhe	
din pyaar ke aaenge sajaniyaa,saverewali gaadi,1985,lata,r d burman,majrooh, din pyaar ke aaenge sajaniyaa terii bahaar laaenge sajaniyaa aayaa hai sandesaa yah savere waalii gaadii se mere diladaar kaa	padii kankarii aankhon se nikal jaaegii	padii kankarii aankhon se nikal jaaegii	yah mailii chunariyaa merii badal jaaegii dekho mandalaaen kaise ban kii titaliyaan jaise main huun phulavaa bahaar kaa	o a a din pyaar ke aaenge sajaniyaa	terii raah men o saajan terii dhun men chuur	terii raah men o saajan terii dhun men chuur	khulii dhuup men ithalaatii phirii duurduur milake sunaauungii kaise hanshansake jhelaa mainne duhkh intezaar kaa	o a a din pyaar ke aaenge sajaniyaa	suno ai hawaa koii meraa bulaaye mujhe	suno ai hawaa koii meraa bulaaye mujhe	yah rut aur yah hariyaalii na bhaaye mujhe bas rahaa ab to hamaarii akhiyan men sapanaa balamavaa ke dvaar kaa	o a a din pyaar ke aaenge sajaniyaa 
ho aaii re dulhaniyaa sun ke mere dil kii pukaar,shoorveer,1988,anuradha paudwal suresh wadekar,laxmikant pyarelal,s h bihari, ho aaii re dulhaniyaa sun ke mere dil kii pukaar dil ne jab dii sazaa kaise rukatii bhalaa khiinch laayaa hai bachapan kaa pyaar ho aaii re dulhaniyaa	aaj man ye kahe naach lo jhuum lo ghar aaii hai dulhaniyaa badh ke munh chuum lo sachche ikaraar se apane ek pyaar se saarii duniyaa gaii aaj haar aaii re dulhaniyaa	terii aavaaz par dil yuun machalaa ke ham bhuul baithe zamaane ke saare sitam raah men jal uthe aarazuu ke diye aa gaii karake solah shrringaar ho aaii re dulhaniyaa	kahaan jaatii hai tuu hamase munh mod kar pyaar ko yuun tadapataa huaa chhod kar aaj laakhon dilon kii hai tujh pe nazar ek teraa faisalaa thaa idhar yaa udhar lailaa aur majanuun kii kahaanii bhii khatm ho jaayegii zamaane se hiir raanjhaa ko jahaan vaale bhuul jaaenge tere jaane se shiirii farahaad kii kasam tujhako pyaar teraa bhii hai aur meraa bhii hai do dilon kaa ye maasuum ikaraar hai baaaadashaahon ne duniyaa men jisake lie taaj thukaraa diye vo pyaar hai	pyaar hamase ho rusavaa na kar ye sitam rok le apane badhate hue kadam 
nagarii nagarii phiraa musaafir ghar kaa rastaa bhuul gayaa,haseen lamhen nonfilm,1988,ghulam ali,,mirazi,	nagarii nagarii phiraa musaafir ghar kaa rastaa bhuul gayaa kyaa hai teraa kyaa hai meraa apanaa paraayaa bhuul gayaa	kyaa bhulaa kaise bhuulaa kyuun puuchhate ho bas yuun samajho kaaran dosh nahiin hai koii bhuulaa bhaalaa bhuul gayaa	jisako dekho usake dil men shiqwaa hai to itanaa hai hamen to sab kuchh yaad rahaa par hamako zamaanaa bhuul gayaa	koii kahe ye kisane kahaa thaa kah do jo kuchh jii men hai meraa jii kah kar pachhataayaa aur phir kahanaa bhuul gayaa 
chaandanii raat men ek baar tujhe dekhaa hai,dilenaadaan,1981,kishore lata,khaiyyam,naqsh lyallpuri, chaandanii raat men ek baar tujhe dekhaa hai kud pe itaraate hue kud se sharmaate hue chaandanii raat men	niile ambar pe kahiin jhuule men saat rangon ke hasiin jhuule men naazoandaaz se laharaate hue kud pe itaraate hue kud se sharmaate hue ek baar tujhe dekhaa hai	jaagatii thii leke saahil pe kahiin leke haathon men koii saazehasiin ek rangiin gazal gaate hue phuul barasaate hue pyaar chhalakaate hue ek baar tujhe dekhaa hai	khulake bikhare jo mahakate gesu ghul gaii jaise havaa men kushabuu merii har saans to mahakaate hue kud pe itaraate hue kud se sharmaate hue ek baar tujhe dekhaa hai	tuune chahare pe jhukaayaa chaharaa mainne haathon se chhupaayaa chaharaa laaj se sharm se ghabaraate hue phuul barasaate hue pyaar chhalakaate hue ek baar tujhe dekhaa hai 
pahale bhii jiite the magar jabase milii hai zindagii,aabshaareghazal nonfilm,1985,asha hariharan,hariharan,nida fazli,	pahale bhii jiite the magar jabase milii hai zindagii siidhii nahiin hai duur tak ulajhii huii hai zindagii	achchhii bhalii thii duur se jab paas aaii kho gaii jisamen na aaye kuchh nazar wo roshanii hai zindagii	har raastaa anjaan saa har phalasafaa naadaan saa sadiyon puraanii hai magar har din naii hai zindagii	mittii hawaa ban kar udii ghuumii phirii waapas mudii qabaron pe qatabon kii tarah likkhii huii hai zindagii 
disco station disco ,hathkadi,1981,asha chorus,bappi lahiri,majrooh,	ko disco station disco	ko disco station disco	ko disco station disco	ko disco station disco	aa o chhodo chhodo merii raahen merii baahen aa ko ye hai pyaar kii hathakadii	aa gaadii aaii vo naa aayaa aaii banthan ke main	badiibadii aankhen liye khadii junction pe main	taubaa nazar kisase ladii ko lag gaii pyaar kii hathakadii aadisco station disco	aa siitii bajii tt aayaa karuun kyaa main hasiin	dil dare paas mere ticket bhii to nahiin	mushkil ye aan kaisii padii ko pad gaii pyaar kii hathakadii aa disco station disco	aa roko nahiin logo mujhe thokaren khaane do gale lago pyaar karo par mujhe jaane do	main to chalii usakii galii ko pahanake pyaar kii hathakadii aa disco station disco	
ye hasiinaa ye diivaanaa  she is my girl friend  he is my boy friend,bhrashtaachaar,1989,kavita subramaniam sudesh bhonsale chorus,laxmikant pyarelal,anand bakshi, ye hasiinaa ye diivaanaa ye hasiinaa merii niind churaatii hai saarii raat jagaatii hai kabhii chalii aatii hai kabhii chalii jaatii hai badaa tadapaatii hai	ye diivaanaa merii niind churaataa hai saarii raat jagaataa hai kabhii chalaa aataa hai kabhii chalaa jaataa hai badaa tadapaataa hai	logon se maine sunaa hai thodii sii ye bevafaa hai main bhii koii vaadaa karuun aur vaadaa tod duun kabhii kabhii sochataa huun isako main chhod duun haay haay magar kyaa karuun she is my girl friend	mujhako magar bevafaaii is bevafaa ne sikhaaii main bhii kisii aur kii baahon men jhuul jaauun kabhii kabhii sochatii huun ise bhuul jaauun haay haay magar kyaa karuun he is my boy friend	main aag huun ye hai paanii barabaad merii javaanii duur se karuun na ise kabhii main salaam bhii bhuul ke na luun kabhii isakaa main naam bhii haay haay magar kyaa karuun she is my girl friend 
saadho aisaa hii gur bhaave,sursangam,1985,anuradha paudwal rajansajan mishra,laxmikantpyarelal,vasant dev,	saadho aisaa hii gur bhaave raag rang kaa bhar bhar pyaalaa piive aur pilaave saadho	naad chhipaa tan men lay man men koii	koii pataa	koii koii pataa naa paave chaand suuraj saa lochan guruu kaa dekhe aur dikhaave saadho	paramahans guruvans ruup jab hriday biich biraaje saat suron kii baanii merii om saat suron kii baanii merii onkaar dhun gaave saadho	
kaisii lag rahii huun main,jhoothaa sach,1984,lata kishore,r d burman,majrooh, lataa kaisii lag rahii huun main kahiye kyaa khayaal hai kishor bijaliyaan naa gir paden	ab to ye sawaal hai	kishor merii nazar naa lag jaae	aajaa lagaa duun dilabar teraa hii kaajal tere rukhsaar pe lataa o ab kyaa nazar kaa laganaa dil lag chuke hain dekho khoye hain ik duuje men is pyaar se kishor ye meraa teraa milan kitanaa bemisaal hai	lataa ghunghataa giraa ke thodaa mukhadaa dikhaa ke thodaa jab main chaluun to tumako kaisaa lage kishor aaegii aafat koii	hogii qayaamat koii jiine nahiin dogii tum aisaa lage lataa ek hii jalawe men tum lut gaye kamaal hai
mujhe chhuu rahii hain terii narm saansen,swayamvar,1980,rafi lata,rajesh roshan,gulzar, rafii	mujhe chhuu rahii hain terii garm saansen mere raat aur din mahakane lage hain lataa	terii narm saanson ne aise chhuaa hain ke mere to paaon bahakane lage hain	rafii	labon se agar tum bulaa naa sako to nigaahon se tum naam lekar bulaa lo lataa	tumhaarii nigaahen bahut bolatii hain zaraa apanii aankhon pe palake giraa do rafii	mujhe chhuu rahii hain terii garm saansen mere raat aur din mahakane lage hain	rafii	pataa chal gayaa hai ke manzil kahaan hai chalo dil ke lambe safar pe chalenge lataa	safar khatm kar denge ham to vahiin par jahaan tak tumhaare kadam le chalenge rafii	mujhe chhuu rahii hain terii garm saansen mere raat aur din mahakane lage hain lataa	terii narm saanson ne aise chhuuaa hain ke mere to paaon bahakane lage hain	mujhe chhuu rahii hain terii narm saansen mere raat aur din mahakane lage hain	jis dil men basate the tuufaan ke baadal vahaan ab ishq ke diye jal rahe hain	gumaraah phirataa thaa main ek khoyaa paravaanaa tere dil kii shamaa ne maqsad diyaa mujh ko	jo sapane the murdaa taariikii men khoe is mohabbat kii roshanii se jiine lage hain	kaanton se bharaa thaa ye safar meraa tere dam se gulaabon kaa farsh bichh gayaa	vo phuul jo kabhii bhii khil na sake the aaj shabanam kii badaulat muskuraa rahe hain	vaadaa hai ye meraa na chhoduungaa saath teraa marate dam tak teraa saath duungaa	jis ruuh pe log taras khaate the aaj farishte bhii mujhase ishq karane lage hain	mujhe chhuu rahii hain terii narm saansen mere raat aur din mahakane lage hain 
parii ho aasamaanii tum magar tum ko to paanaa hai,zamane ko dikhana hai,1981,shailendra singh asha rishi,r d burman,majrooh, rishhi gafaatiin aur hazaraat	aaj kii shaam is mahafil men apake pasandidaa qavvaal	chulabule asaraanii saahab ko bulaayaa gayaa thaa magar	achaanak tabiyat kharaab hojaane ki vajah se vo chulabule	gulabule se gulagule hokar bulabule ho chuke hain	isaliye yahaan nahiin aa sake	unake na aane kii main	zanaab karnal tipsii se muaafii chaahataa huun is	guzaarish ke saath ki unakii ye hasiin mahafil saaz aur	aavaaz ke jaaduu se maharuum nahiin rahegii agar mere	sine men dil hai aur us dil men tadap aur usaka asar	tadap laazamii hai apane aavaaz se sab dilon ko jitane	kaa vayadaa to nahiin kar sakataa par huzur agar ye	naachiiz agar ek raat men ek dil bhii jiit sakaa to merii	qismat chamak uthegii	shailendra haan	kyaa ishq ne samajhaa hai kyaa husn ne zaanaa hai	ham kaak hasiino kii thokar men zamaanaa hai	parii ho aasamaanii tum magar tum ko to paanaa hai	parii ho aasamaanii tum magar tum ko to paanaa hai	parii ho aasamaanii tum magar tum ko to paanaa hai	parii ho aasamaanii tum magar tum ko to paanaa hai	parii ho aasamaanii tum magar tum ko to paanaa hai	muhabbat kaise karate hain haan muhabbat kaise karate hain	zamaane ko dikhaanaa hai zamaane ko dikhaanaa hai	ko zamaane ko dikhaanaa hai zamaane ko dikhaanaa hai	haan mohabbat kaise karate hain	ko kaise karate hain mohabbat	haan haan mohabbat kaise karate hain	ko kaise karate hain mohabbat	kaise karate hain mohabbat dikhaanaa hai	ko dikhaanaa hai	dikhaanaa hai zamaane ko dikhaanaa hai zamaane ko dikhaanaa hai	ko zamaane ko dikhaanaa hai zamaane ko dikhaanaa hai	parii ho aasamaanii tum magar tum ko to paanaa hai	aa husn kahaa tuu kaun hai	mainne kahaa shaidaa teraa husn kahaa takataa hai kyaa	mainne kahaa surat terii	aa usane kahaa kyaa chaahiye	mainne kahaa ulfat terii	usane kahaa mumakin nahii	mainne kahaa yuun hii sahii	ko usane kahaa mumakin nahii mainne kahaa yuun hii sahii	ho merii tamannaa dilabar zaanaa khel nahiin	ko ishq hai saaye men talvaar ke aanaa khel nahiin hai ko ishq hai yuun hosh gaanvaanaa ko ishq hai ye haal banaana	ko ishq hai	is dar tak aanaa	ko ishq hai aavaaz lagaanaa ko ishq hai	yuun hosh ganvaanaa ye haal banaana is dar tak aanaa sadaa lagaanaa ko ishq hai ishq hai	ishq vo nagama sun ke jise are ishq vo nagama sun ke jise	mahalon ke parade jalate hain	ko mahalon ke parade jalate hain	ishq vo nagamaa sun ke jise sun ke jise vo nagamaa sun ke jise mahalon ke parade jalate hain	jalate hain jalate hain jalate hain jalate hain	tum chale aaoge ejii tum to chale aaoge	aise aag pe jaise chalate hain	ko aag pe jaise chalate hain	haan karo naa meharabaanii tum magar tum ko to paanaa hai	haan karo naa meharabaanii tum magar tum ko to paanaa hai	mohabbat kaise karate hain	mohabbat kaise karate hain	zamaane ko dikhaanaa hai zamaane ko dikhaanaa hai	ko zamaane ko dikhaanaa hai zamaane ko dikhaanaa hai	laayaa thaa main daave zigar tumane to dekhaa bhii nahiin	aayaa thaa main kis pyaar se tumane to puchhaa bhii nahiin	la la	hummming of puchho naa yaar kyaa hua	patthar lagaa jab qais ko mashahuureaalam ho gayaa	ko patthar lagaa jab qais ko mashahuureaalam ho gayaa	zakhmii huaa farahaad to duniyaa men maatam ho gayaa	ko zakhmii huaa parahaad to duniyaa men maatam ho gayaa	ho meraa zakhm koii kyaa zaane jo siine ke niiche hai	mujhape tiir chalaane vaalaa parade ke pichhe hai	vo paradaa nashiin hai	ko parade men	vo zoharaa zabiin hai	ko parade men	vo sabase hasiin hai	ko parade men	vo aaj yahiin hai	ko parade men	vo paradaa nashiin vo zoharaa zabiin vo sabase hasiin vo aaj yahiin hai	ko parade men	ab dikhalaaye jo bhii najar ab dikhalaaye jo bhii najar	vo aaj divaanaa dekhegaa	ko vo aaj divaanaa dekhegaa	ab dikhalaaye jo bhii najar jii bhii najar dikhalaaye	jo bhii najar dikhalaaye divaanaa aaj dekhegaa	dekhegaa dekhegaa dekhegaa dekhegaa	phir jab merii shaam sajegii phir jab merii shaam sajegii	saaraa zamaanaa dekhegaa saaraa zamaanaa dekhegaa	ko saaraa zamaanaa dekhegaa	chhupo ai yaar zaanii tum magar tum ko to paanaa hai	chhupo ai yaar zaanii tum magar tum ko to paanaa hai	mohabbat kaise karate hain	mohabbat kaise karate hain	zamaane ko dikhaanaa hai zamaane ko dikhaanaa hai	ko zamaane ko dikhaanaa hai zamaane ko dikhaanaa hai	parii ho aasamaanii tum magar tum ko to panaa hai ko paanaa hai tum ko paanaa hai	parii ho aasamaanii tum magar tum ko to panaa hai ko paanaa hai tum ko paanaa hai	parii ho aasamaanii tum magar tum ko to panaa hai ko paanaa hai tum ko paanaa hai	parii ho aasamaanii tum magar tum ko to panaa hai ko paanaa hai tum ko paanaa hai	aashaa parii ho aasamaanii tum magar tum ko to paanaa hai	mahazabiin hai	ko aahaa naazaniin hai ko aahaa ai hasiin ko naazaniin aahaa ko mahazabiin mahazabiin naazaniin ai hasiin tum ko to paanaa hai tum ko to paanaa hai	ko aahaa naazaniin hai ko aahaa ai hasiin ko naazaniin aahaa ko mahazabiin mahazabiin naazaniin ai hasiin tum ko to paanaa hai tum ko to paanaa hai	ko aahaa naazaniin hai ko aahaa ai hasiin ko naazaniin aahaa ko mahazabiin mahazabiin naazaniin ai hasiin tum ko to paanaa hai tum ko to paanaa hai	ko aahaa naazaniin hai ko aahaa ai hasiin ko naazaniin aahaa ko mahazabiin mahazabiin naazaniin ai hasiin tum ko to paanaa hai tum ko to paanaa hai	mohabbat kaise karate hain	mohabbat kaise karate hain	zamaane ko dikhaanaa hai zamaane ko dikhaanaa hai	ko zamaane ko dikhaanaa hai zamaane ko dikhaanaa hai 
tere siwaa naa kisii kaa banuungaaye vaadaa rahaa,professor pyarelal,1980,rafi asha,kalyanji anandji,, rafii tere siwaa naa kisii kaa banuungaa	 rafii tere siwaa naa kisii kaa banuungaa	khoonejigar se ye likh ke main duungaa	ye vaadaaa	ye vaadaa rahaa dilarubaa	ye vaadaa rahaa dilarubaa	aashaa kadmon men tere jannat hai merii	hoke rahuungii hameshaa main terii	ye vaadaaa	ye vaadaa rahaa saajanaa	ye vaadaa rahaa saajanaa	rafii aayenge mausam	aayenge mausam jaayenge mausam	ham ko sadaa saath paayenge mausam	aashaa koi saaz badale koi raag badale	na badalegii apanii muhabbat ki saragam	har saans merii tere liye hai	har saans merii tere liye hai	ye vaadaa rahaa saajanaa	ye vaadaa rahaa saajanaa	rafii tere siwaa naa	aashaa aawaaz deke	aawaaz deke jo roke zamaanaa	zamaane ki baaton men hargiz na aanaa	rafii aankhon men aankhon baahon men baahon	daale hue saath chalate hii jaanaa	teraa pyaar hii to merii zindagii hai	teraa pyaar hii to merii zindagii hai	ye vaadaa rahaa dilarubaa	ye vaadaa rahaa dilarubaa	aashaa kadmon men tere jannat hai merii	hoke rahuungii hameshaa main terii	donon ye vaadaaa	ye vaadaa rahaa saajanaa	ye vaadaa rahaa saajanaa 
